240,male,1
241,female,1
242,male,1
243,female,1
244,male,1
245,female,1
246,male,1
247,female,1
248,male,1
249,male,1
250,male,1
251,female,1
252,male,1
253,male,1
254,female,1
255,female,1
256,female,1
257,female,1
258,female,1
259,male,1
260,female,1
261,female,1
262,male,1
263,male,1
264,female,1
265,female,1
266,male,1
267,female,1
268,female,1
269,male,1
270,female,1
271,male,1
272,male,1
273,female,1
274,female,1
275,female,1
276,female,1
277,female,1
278,male,1
279,male,1
280,female,1
281,female,1
282,male,1
283,male,1
284,male,1
285,female,1
286,male,1
287,female,1
288,male,1
289,male,1
290,female,1
291,female,1
292,female,1
293,male,1
294,male,1
295,male,1
296,female,1
297,male,1
298,female,1
299,male,1
300,male,1
301,male,1
302,female,1
303,male,1
304,female,1
305,female,1
306,male,1
307,female,1
308,male,1
309,male,1
310,female,1
311,female,1
312,male,1
313,female,1
314,female,1
315,male,1
316,female,1
317,male,1
318,male,1
319,female,1
320,male,1
321,female,1
322,male,1
323,female,1
324,male,1
325,female,1
326,female,1
327,female,1
328,female,1
329,male,1
330,female,1
331,female,1
332,female,1
333,male,1
334,male,1
335,female,1
336,male,1
337,female,1
338,female,1
339,male,1
340,male,1
341,female,1
342,male,1
343,male,1
344,female,1
345,female,1
346,male,1
347,male,1
348,male,1
349,male,1
350,female,1
351,male,1
352,female,1
353,male,1
354,male,1
355,female,1
356,male,1
357,male,1
358,female,1
359,female,1
360,male,1
361,female,1
362,male,1
363,female,1
364,male,1
365,male,1
366,male,1
367,female,1
368,male,1
369,female,1
370,male,1
371,female,1
372,female,1
373,female,1
374,male,1
375,female,1
376,female,1
377,male,1
378,female,1
379,female,1
380,female,1
381,male,1
382,female,1
383,female,1
384,male,1
385,male,1
386,female,1
387,female,1
388,male,1
389,female,1
390,male,1
391,female,1
392,female,1
393,female,1
394,male,1
395,male,1
396,male,1
397,female,1
398,male,1
399,male,1
400,female,1
401,female,1
402,male,1
403,female,1
404,female,1
405,male,1
406,female,1
407,male,1
408,male,1
409,male,1
410,female,1
411,male,1
412,male,1
413,male,1
414,female,1
415,female,1
416,male,1
417,male,1
418,male,1
419,male,1
420,female,1
421,female,1
422,male,1
423,female,1
424,male,1
425,female,1
426,male,1
427,male,1
428,female,1
429,male,1
430,male,1
431,female,1
432,male,1
433,female,1
434,male,1
435,male,1
436,female,1
437,male,1
438,female,1
439,male,1
440,female,1
441,male,1
442,male,1
443,male,1
444,male,1
445,male,1
446,female,1
447,male,1
448,male,1
449,female,1
450,female,1
451,female,1
452,female,1
453,male,1
454,male,1
455,female,1
456,male,1
457,female,1
458,female,1
459,male,1
460,female,1
461,male,1
462,female,1
463,male,1
464,male,1
465,female,1
466,male,1
467,female,1
468,male,1
469,male,1
470,male,1
471,male,1
472,male,1
473,female,1
474,female,1
475,male,1
476,male,1
477,female,1
478,female,1
479,female,1
480,female,1
481,male,1
482,male,1
483,female,1
484,female,1
485,female,1
486,female,1
487,male,1
488,male,1
489,male,1
490,male,1
491,female,1
492,female,1
493,female,1
494,female,1
495,male,1
496,male,1
497,female,1
498,female,1
499,female,1
