5520	5860
312	3569
1947	11711
339	3147
667	9848
303	6943
16938	16982
2465	11632
10309	14796
2861	2976
9536	16577
882	9195
868	10403
8555	10402
1748	2073
175	3691
2009	2549
724	10106
134	3126
504	1792
232	6288
299	6898
10418	17325
2677	2863
1715	2143
2502	9814
3554	6053
363	8161
434	1689
1888	2666
2157	11185
925	967
722	2319
255	2909
384	6539
1489	11351
1840	2280
8646	8690
958	10847
6479	10550
4161	8845
3270	5997
149	2939
434	8602
342	1741
39	89
0	178
8688	10082
4189	7200
604	10229
208	6147
1593	9151
851	6431
811	6427
916	1423
2559	6283
4148	8845
2132	11601
1712	1810
412	528
103	3921
5403	8695
294	338
441	2527
70	507
3092	5968
805	10350
4069	4211
16572	17834
848	6071
2038	3057
331	826
13026	13738
4602	12471
14675	16436
2102	2106
6455	11128
214	17995
261	1727
13972	14624
3770	10385
2636	2643
141	1888
4533	8766
194	2019
3819	8530
616	9515
483	2469
7564	8325
1250	1994
906	2497
13308	14665
421	1683
3794	6458
552	2769
1749	3601
12816	14069
4478	7238
13072	17150
88	1429
13008	14470
2051	2855
324	2353
552	4793
62	3360
2654	3292
13082	14365
12769	14441
0	230
299	6891
59	70
918	3144
14538	17040
10905	12725
876	1816
306	2310
11955	15360
1217	2749
1803	3436
13657	14849
113	4079
93	212
99	3870
492	6393
6679	15568
4747	12452
3775	6444
3	1801
10357	14522
3780	3803
214	1872
9816	15868
1980	6957
1079	9627
1683	2517
2331	3671
2159	8285
2064	2148
1024	8084
970	2759
3176	6072
2503	3705
1512	1823
1080	6478
810	6577
182	209
490	559
906	1806
1019	3856
578	9304
2477	3212
3195	11077
6468	10556
815	4823
925	1026
2362	2377
4011	4026
2019	3115
342	1676
126	526
9401	10836
6464	10436
214	2961
141	2632
317	379
10345	14007
2366	2373
2689	4241
2075	6987
5663	6685
6444	10613
1838	8285
862	1675
2431	2677
142	4758
1270	3680
91	2138
10198	10214
2790	2791
730	997
9232	10615
3775	3814
11121	17293
299	1161
4536	4562
3444	4563
299	4800
421	2097
1095	10391
9106	9471
321	1813
5367	9115
159	5932
151	1024
1624	2800
975	2019
3793	4161
3751	3767
3764	3789
214	11139
630	2967
2480	6080
3067	3075
75	3221
868	4148
1739	4497
6472	9160
15201	15344
148	2360
2206	8677
67	3398
2014	5979
250	552
1848	2201
2540	2547
3708	6987
2919	2925
5827	14854
5881	6081
351	894
363	8164
8983	12985
4146	10689
5749	8508
1080	2131
622	2319
642	651
5514	11969
390	8286
123	4392
6856	10957
1042	2720
9617	13963
2792	4446
1835	3710
6602	6603
2238	2769
3	862
2580	4019
8369	8634
10475	12933
4895	13448
137	4499
5788	10990
6476	14522
11434	16480
1686	2660
2100	2350
1916	4791
769	7303
3770	10633
587	9214
1024	4496
27	2795
214	8920
363	7297
1269	3069
214	2736
6433	6466
1688	1905
3180	3471
4097	5929
13322	14884
2749	9486
6460	10613
630	9602
1838	2154
1860	4737
299	6887
10681	12694
3301	6140
2408	8481
13130	16561
2936	2943
13403	16997
2228	9102
0	81
2323	3202
730	4982
882	5965
1840	4330
2471	6155
6245	10228
46	2102
421	6782
1095	10548
2039	2606
1979	3203
29	2836
638	6194
809	6474
16528	16724
87	3618
1696	2138
14820	18390
1831	1882
1764	6336
214	4923
8206	16236
491	560
870	6432
36	51
216	730
3253	3257
1556	4765
502	6998
5450	7594
1678	9281
9911	9916
299	6619
363	6648
13065	13080
149	4814
1	1076
2414	5770
226	785
1092	2483
385	2902
1	379
3789	8840
343	2737
12141	15925
1024	1873
2486	2589
1026	8693
15921	17488
774	1863
1	1063
3	1722
818	6461
4952	10523
16328	16728
483	1024
352	1024
8812	10402
9602	16948
1466	2547
18457	18458
5115	12756
630	7109
651	886
12104	12149
547	2578
943	3271
214	3274
11048	17586
1761	2331
8881	9212
3648	12623
401	2967
818	9537
1095	11150
14472	14473
975	6199
363	4828
970	9256
8566	8570
1095	8812
9641	12443
4817	7845
4929	10373
194	2574
342	6580
1774	2542
611	7069
1	170
1	386
7089	10719
772	4046
1726	1976
660	5660
597	702
1007	8972
2711	5291
2075	5913
214	4281
10458	14279
12803	12988
1015	1419
2750	4089
645	4489
2787	12146
182	2126
872	4475
3	972
10241	10242
835	6440
4906	13472
1689	7109
1071	2722
10795	17531
3670	3680
582	9328
1087	10643
1851	1935
214	2752
358	2993
1752	11506
812	2562
2519	7003
1330	4107
148	2376
507	3591
10125	13191
524	6816
2661	10034
4449	13230
294	2856
13680	13681
214	1137
1018	2720
262	2061
616	6415
331	7246
9296	9297
10552	10630
1196	5286
3209	11852
3799	10360
2206	2429
2871	3172
8837	9221
716	5997
52	3286
12829	16623
6552	8479
10598	10619
2060	2567
6385	9995
2285	3564
331	2451
2207	2547
2606	10937
132	279
214	15468
528	848
9066	14672
2411	7247
2708	7355
80	3272
11441	12939
214	10512
943	5160
67	2376
5535	13676
651	1015
870	4587
7693	7962
141	1859
2136	3139
265	6484
299	6760
214	8448
10465	11438
1838	7585
21	138
780	3996
8434	9875
646	8828
2881	2892
401	2131
233	1948
1163	5021
3062	4545
4189	5917
871	2698
184	1802
904	10769
519	2613
1097	3577
4542	4544
2862	4366
4173	13098
2159	2176
2434	2654
70	144
214	6158
4004	7680
3274	7446
868	10394
47	2443
767	2305
2772	2945
946	6402
243	1670
526	6080
1903	2160
630	9608
3123	11853
5164	6595
826	4336
9269	13746
3670	8106
5081	8693
2353	4384
338	2102
1022	3202
2492	3107
90	351
385	2544
1736	2131
730	967
2547	3421
1797	2431
1184	5997
4898	10687
2624	3829
419	2477
4767	11972
1715	2486
12603	17941
2787	11071
1042	2106
290	338
2998	8102
214	1013
4829	4842
46	2547
26	1860
826	4189
2927	11982
1908	2871
265	386
583	604
946	2951
9220	10376
12985	15187
2367	5980
595	8658
2786	12144
716	1026
4163	9219
868	10389
524	9134
616	2540
645	3511
2184	3668
1740	2583
3755	8809
3794	10457
6026	7198
7093	7693
528	745
269	3132
1689	7095
729	1053
872	948
504	1052
210	312
1610	4438
3772	4143
311	3584
1	1030
4567	7238
826	5917
339	4732
49	1258
630	1027
122	199
3949	3954
1660	1673
311	384
3745	10589
412	3286
2404	2773
2323	2412
214	10580
634	4466
4127	4154
599	2800
3781	12789
214	10182
3251	7508
18069	18360
2764	6063
1898	3839
6451	15304
469	1056
4103	8959
7542	11611
616	1781
651	1979
2758	2961
7881	11206
3177	3239
9197	14114
363	2199
13051	17287
483	3846
2041	3559
3814	12840
6753	12046
9542	9688
946	1844
2135	4013
47	2809
1686	10117
16042	18242
366	3275
112	4075
897	1924
807	10383
79	213
630	3871
1053	4842
2352	7275
10379	16633
2752	3374
730	8900
3316	4422
363	4780
1781	8145
8096	16170
2093	3171
331	4330
214	5159
3715	6993
261	560
630	5338
11027	11370
1689	3970
711	2081
811	3814
1	604
3799	7093
231	1906
2048	9734
1689	8540
214	5733
1940	3021
5882	14831
1854	3286
3668	5881
13639	14788
214	5389
434	8540
3479	7223
466	6433
52	2547
122	321
3095	3421
1113	3726
8728	15994
3950	6540
8742	8820
413	3177
238	6318
2557	11853
12932	18115
13619	15774
25	2707
2637	2673
6388	6392
16	2396
1	820
202	6126
10485	14726
2019	4184
3001	4385
1085	2075
1787	2515
214	13584
767	6086
6144	9380
730	790
1	870
916	9442
797	1454
11053	17655
115	4103
16285	17487
18	2411
964	3726
456	948
4269	13139
2019	6855
5374	14235
1015	9773
0	32
6222	11617
10540	10541
724	8933
12803	13757
630	1084
970	9111
12833	14290
13657	13658
910	10806
698	9706
414	2926
2759	4791
3770	4129
4113	5927
8434	16334
630	9672
993	2457
6672	14751
3070	8584
77	212
362	3483
15393	17833
8730	10628
3764	4139
19	351
290	6574
2588	4777
169	214
14440	16458
80	993
972	1815
3627	3839
746	2173
4169	13015
3333	8319
971	5556
9269	10216
10	36
686	971
411	2344
2578	3163
3266	12454
361	8127
2623	5047
34	2999
1770	6139
3645	3648
3814	10439
2184	6680
1974	3005
3741	12675
998	6970
13566	16708
3577	9367
3789	6436
867	1097
702	9978
257	6369
14242	17528
12901	13134
3810	5374
1856	6098
2061	2350
2118	2417
5100	6133
342	946
5447	13505
412	3539
524	4195
518	1245
10533	14175
15455	17440
2296	3204
5288	14081
451	8743
214	7728
59	3331
998	8188
214	10957
2324	4103
151	2531
5528	14521
11114	17683
4734	4755
360	2494
10802	12947
427	8537
9494	14704
9182	14330
8827	10403
381	2019
3741	8838
13752	15327
5527	10636
5003	7659
7069	10482
2019	6909
214	15994
9221	9735
9983	12796
439	8674
31	2923
328	2747
1026	2787
8857	16568
139	4563
5474	7381
6509	12619
1084	3755
214	2241
434	8588
13710	17900
8247	16255
312	2032
2764	2776
9991	9992
1184	11213
51	463
711	1013
12806	13782
401	1683
17086	18576
12886	17887
6983	9899
214	15581
99	1801
1726	2138
2190	8285
630	2467
3740	3814
8667	10084
3336	3747
4168	12734
3814	5307
95	1829
630	8472
138	2892
1019	1686
51	1393
1790	4497
13653	13655
910	6432
1084	11119
557	730
2195	10300
1015	1389
870	10483
3767	10638
379	3655
152	312
13706	13707
363	8134
117	4127
790	4800
366	1707
630	9697
141	1730
2166	11454
434	490
2027	6963
199	354
5370	14281
886	8617
6635	6745
984	1727
3760	8834
434	781
630	1563
4015	4022
1678	3598
3335	8241
4808	4832
12400	13724
13125	16092
2743	2747
6448	10661
3951	3956
3789	10387
524	1262
2118	8519
5763	8671
2787	3294
277	6517
3295	6414
1951	5913
2949	4829
919	2201
4818	6662
702	9861
2	1660
4749	12452
4862	10079
2739	7000
352	462
286	1721
4094	4102
4149	8138
412	925
1354	5169
1087	4163
214	9062
767	2056
2758	4816
8906	15574
4952	5119
599	922
10676	17481
9981	14513
1504	1854
812	1903
13709	14344
227	6923
11408	11916
5791	11573
386	8257
29	956
3784	4148
772	3978
410	1555
1003	4439
1712	1883
8832	10482
2942	4846
2496	2835
8067	10035
281	6152
1786	1831
3795	10811
34	126
582	7835
524	2641
1024	8462
3782	3789
1034	1043
9116	11559
4160	10737
262	2472
547	1088
882	4482
10227	10228
31	2914
1961	2918
6454	10406
1812	6503
670	8610
845	2245
4816	4824
1832	4379
173	5976
998	1788
6431	12679
12	2158
329	2642
412	2269
16403	16983
3925	3938
2026	2473
4761	9021
4153	4904
412	7577
209	1080
6147	6148
1097	1317
3755	7069
2032	3559
2309	7275
268	343
15087	15709
904	10764
34	2138
223	342
188	5664
52	2537
3194	3217
2765	12134
14088	17412
363	1217
6381	6385
14505	16473
5683	10180
3282	11184
402	6250
5305	14135
2366	6341
36	2867
953	2881
2759	2949
2104	2118
14727	18370
214	1269
91	1946
317	5781
61	3353
8658	8691
60	391
81	213
972	2910
363	2520
1689	10376
4610	9546
3078	3522
3155	4468
1928	2818
1	760
329	3466
187	483
956	1058
12750	15401
2730	2731
4787	5054
410	564
16659	16928
4535	4550
1013	11014
13662	15229
10636	12983
774	10281
1914	8330
4565	11957
946	2733
3437	6335
426	2902
5888	11711
642	714
231	2011
4010	12899
2118	2714
290	401
214	7697
7016	10646
856	1707
170	2720
101	2432
2064	3040
4888	8550
1097	4174
1685	1783
3421	8381
272	305
2367	5977
853	6570
774	1699
3959	4417
214	1729
18467	18713
843	4746
260	6396
7512	9403
2425	4822
778	1980
13012	15603
950	4970
8840	14167
99	212
15229	18118
220	292
2529	4539
144	322
214	6841
5519	12684
6432	10387
970	6303
255	1914
10242	12402
1959	8421
524	1708
13	518
2205	11888
10816	11538
13736	13740
3814	6442
14184	17331
195	1724
1725	2571
2555	7082
1895	11676
8608	8677
0	146
1003	2333
475	2296
214	12660
426	6303
830	971
335	4782
1087	4145
547	998
15187	17212
7493	11931
651	7058
4445	13230
347	2490
1087	3770
8859	15317
4544	4554
826	7198
1826	3132
3749	12691
1954	2892
12400	12691
4164	12952
262	6404
45	2796
1747	2015
6458	14832
856	1870
4153	10611
329	1891
2097	2168
299	6607
4127	4140
1	609
4084	4085
1733	1851
1844	6333
299	5930
13046	16968
9229	10550
252	4791
2118	5562
13	2101
17047	17049
520	1725
15023	18091
1750	3132
249	6346
4334	9450
410	670
3624	6951
12696	16393
2944	2954
3902	12872
10931	13070
2527	5763
2765	7247
2663	2683
4148	8819
210	4409
1728	4489
811	10437
12356	13069
214	1226
5649	13744
975	9489
119	128
547	6976
63	2535
909	2549
137	141
10984	10988
916	1832
851	8420
4012	4031
2228	9966
209	946
1136	11171
47	2810
6393	10184
922	5528
0	20
2669	3881
143	1558
312	7153
2940	12131
5241	12624
4087	6147
0	155
299	6230
352	4508
10351	10355
6338	10964
363	5759
12764	16731
2951	6947
3789	6453
1066	2489
6578	12547
9652	14472
1718	1786
834	1689
13681	13682
13	974
138	2887
616	4546
900	1775
368	3627
4041	4321
1097	1851
651	2599
1742	1784
524	701
815	2945
3780	6432
302	524
1860	2338
6933	6944
306	730
524	4333
8225	13381
3765	8863
3840	9516
2157	6096
2759	4794
1729	3699
1242	3274
312	1976
1949	11712
1893	7229
10336	11159
182	363
290	5876
1055	1708
14104	14760
1887	4506
1716	7676
1689	2564
214	1687
975	1917
6476	10417
17585	18629
10647	11118
609	3755
2890	3309
792	9714
214	6811
7700	16055
23	2597
319	2469
4044	4220
4149	13021
2109	2528
13577	14185
5544	9376
1765	1901
10803	13001
137	3627
2056	2594
862	946
456	8540
5495	14467
299	2736
2442	2618
947	6981
412	4766
1	901
262	967
724	5403
1682	1889
524	1018
36	3047
11237	17731
1874	3284
2787	4511
8082	16189
7315	7696
6464	10630
0	311
1027	3065
318	1092
402	1799
2019	6879
214	3740
159	1750
3739	6452
363	2750
10399	10402
5180	10179
818	3809
157	3506
1678	10493
79	2491
10401	17240
324	1978
214	4296
1677	4745
967	1805
1567	4872
136	363
9471	11294
283	347
4149	13029
9614	13748
3577	4477
1084	10921
5822	14018
95	984
1924	2126
1689	11440
916	2948
3464	12557
9	166
17515	17516
412	6962
1865	2014
29	2841
2103	3669
4262	11489
2308	2442
2331	3685
2981	2989
2056	2559
10379	12403
10670	13530
434	1155
5918	6053
1605	9787
3775	4139
959	2555
1740	3713
329	412
524	9087
1867	2468
212	6173
214	7217
2769	2950
318	386
0	106
642	904
3760	4136
312	857
5235	8382
2448	4566
2637	2665
6080	6905
339	1746
1066	2350
10779	14639
6448	9185
809	6454
920	2353
483	8939
3755	8828
403	2623
622	8813
1097	1706
214	5197
552	5019
13619	15775
12585	13825
772	5503
3	887
2469	2623
2032	3574
1046	1090
186	6007
3741	3744
2296	2469
214	8127
528	4548
268	2084
1175	10280
258	6377
2014	2019
4119	10481
406	8342
4550	9518
390	8289
1970	1974
214	1409
363	8199
8748	13157
856	1891
998	9088
0	315
70	674
16276	17683
827	2577
13099	13583
2120	2765
434	8586
8602	16394
2855	2887
1763	6095
5345	6516
4875	8661
2477	2577
1097	6403
557	2525
352	8090
99	1813
214	8717
7519	11376
2057	4459
299	6653
1211	3231
1367	6702
1839	4744
2803	2830
511	8880
10527	14102
730	3577
2073	11041
13416	14339
214	8199
8625	8839
272	1624
630	3988
2369	2372
483	1638
547	6213
672	6144
3979	7175
4103	8955
46	207
730	10164
692	9943
7210	9897
286	1784
26	2718
552	4823
818	8370
6445	10546
1901	2078
1003	1249
3190	3719
818	3760
4143	6439
10230	12793
220	6218
6070	6072
5484	10819
29	334
971	6907
91	3671
9872	13799
6916	10285
327	328
716	8649
10264	10664
1761	4782
67	2922
1531	4999
80	1237
2764	2961
293	1418
2296	8012
268	2463
2544	6380
8661	8693
8134	15514
4353	9006
10	1914
1046	6087
1015	6415
299	432
312	2750
329	3069
3790	4141
2138	2352
2420	7216
401	6572
2469	7279
1019	2654
10665	10683
3968	5196
19	1281
0	371
4020	6274
868	3759
407	4011
1138	3691
331	1015
1996	10285
4477	4511
299	3623
504	2112
90	347
7298	12641
15827	16029
386	2824
922	1699
312	2139
153	4189
225	3695
8972	11005
1541	11349
2019	3318
0	261
863	7017
547	2100
868	10660
2296	3573
3789	4149
9015	9919
616	1495
1087	10489
2034	5930
57	2876
2205	2722
809	10397
214	11075
93	1680
1678	2146
2199	2449
615	4848
1055	1821
2945	4791
214	11643
6402	6687
17705	18626
698	965
385	2026
869	10668
485	6988
3130	6338
874	9705
1062	2380
79	2025
651	1589
8815	16505
10816	10817
1466	1752
2012	10868
925	7118
10479	14508
2188	3593
560	911
1081	6599
421	6653
5877	11956
404	972
363	2216
214	448
8851	14866
1980	2088
2535	6283
410	3093
1	1054
299	4392
869	10638
13219	17796
4615	13301
214	7118
9737	16529
3148	3417
263	6417
1	658
5816	13951
1645	3344
15276	18442
117	1865
14596	14621
2375	5971
310	7014
483	1466
10387	10541
1969	1975
1026	2168
868	10429
925	7066
5469	14440
412	6599
412	922
386	2826
594	9366
1689	11445
5119	6439
483	1056
19	2442
7711	9717
3020	4787
642	4768
970	3152
6073	8176
2449	9407
5320	14157
214	9587
214	2667
299	2105
10465	10689
90	315
126	2580
0	164
2749	11071
1079	4790
2296	2430
2374	2927
420	5921
95	2818
2085	4023
1504	2096
537	5638
3433	3444
745	1200
117	4123
6366	7102
451	8745
2153	2192
11311	11424
111	4012
2421	2425
214	2158
948	972
975	2733
214	5443
6937	6940
6514	6515
201	4355
1237	3047
401	2995
214	1472
1596	6733
2783	6957
16117	17277
2985	11787
1	365
1714	1778
23	98
1729	2633
1087	10486
1097	6788
299	2309
2027	3715
148	386
79	360
3225	3901
850	3075
42	1427
6157	7335
12	2186
3772	10688
410	2024
526	8130
490	604
455	490
6442	10591
299	6788
1937	11707
248	412
731	3158
9212	10194
97	2704
363	2587
184	394
2359	2925
3588	7118
1756	7106
1387	2758
11565	13824
2871	5118
1061	5764
3218	3577
1097	8405
2134	2136
2414	4330
1354	4104
1719	2210
462	1400
10430	13323
334	2845
8811	8832
115	4093
4602	13117
93	3691
182	383
593	3933
882	2105
524	784
363	6912
268	3727
501	1694
953	1901
214	4067
214	7056
628	833
214	739
1860	8353
176	1696
2323	4804
2116	2346
10940	11840
341	2140
1687	1903
6887	15250
4015	4026
848	6406
3716	3855
34	1511
14885	15391
9471	10836
1770	2391
2079	2245
1829	8392
794	9898
1003	10348
404	5464
4169	10002
5677	8861
16503	16881
20	188
45	91
5918	10500
5558	6469
9882	13259
491	604
412	7139
223	1799
1797	1821
524	1070
975	6145
434	8606
616	4551
63	3373
59	2190
402	5151
1803	4734
2137	7290
1302	9906
552	4819
329	560
253	2995
7583	15605
0	302
1042	1795
390	8259
1002	4278
2092	2097
13910	13911
342	967
17364	18156
1780	1882
226	6256
792	7479
2659	6991
124	3238
905	3844
121	137
1783	1876
2157	2192
16434	16445
312	2565
731	2474
483	703
80	3286
10352	12040
5225	13290
5999	12854
2998	2999
7804	8569
2548	8266
1003	7380
312	6905
126	2184
2260	3844
811	8895
630	9676
214	2536
214	17596
410	821
12961	18131
5318	12860
1	1049
1837	2038
1319	1725
2811	2816
8667	8676
11441	13939
8228	16245
2206	3325
12705	14591
1024	6365
1331	11283
630	4516
358	3013
730	2656
2080	6533
2624	6226
7799	16100
93	97
2599	8485
9773	9775
946	3204
2108	3057
1055	3700
7093	7095
14427	18141
2423	2429
5932	6285
730	3220
2943	4791
3794	10613
2871	3844
55	2483
6234	10413
363	6685
573	3194
730	4729
2469	2615
1	456
243	4182
2478	2488
496	609
46	851
1776	7207
1029	6465
910	8839
363	8151
839	6960
46	1901
1974	2992
6078	15115
15455	18474
214	12268
4112	4115
2084	2350
222	277
1011	10177
11946	17910
3171	3193
1819	5775
188	1504
4533	4545
3293	12282
496	7205
3671	3682
9645	10213
434	2439
6873	6972
63	421
294	3675
100	3884
3294	8424
3338	4805
835	10214
386	2241
2775	4805
5292	13879
5939	8503
280	3105
993	6221
8734	13773
2820	5083
1354	8958
1916	2765
940	8250
1466	6275
214	2231
5449	9419
52	3037
314	6190
8983	14975
214	10327
306	6974
4802	4823
336	381
5881	7354
5334	8022
13872	16743
767	3863
14621	18258
347	3248
339	2431
4093	4101
4550	4561
1085	2138
1272	2547
70	3436
362	8132
15731	16486
2509	2787
2076	8095
6792	7840
103	3903
5201	8233
2241	2260
524	1790
10365	10526
2114	6798
5697	14678
2818	8205
62	705
2064	4522
317	5147
202	2842
3713	5830
26	630
667	1221
2056	2568
1950	1953
4046	9104
891	2258
12133	13790
943	1013
194	416
8490	16360
341	2999
31	360
740	3760
8098	11409
1696	1770
59	3261
176	1085
17529	18620
2157	3284
2494	2572
891	9083
910	8836
4219	11700
925	1147
826	3337
366	1183
647	8808
1024	2736
299	6674
9228	15930
214	12656
9182	9875
10802	10988
235	252
299	2140
36	363
152	3356
513	9031
991	7794
99	1875
99	1725
466	8702
358	12686
416	2502
7775	11363
1390	8126
6044	6054
5295	10756
46	3177
51	1860
6577	7381
7272	15620
2308	2685
7847	9714
8811	8843
379	1948
5879	7411
904	10765
6140	15142
4416	6506
2920	3092
918	2749
2319	3803
342	745
2822	2830
630	4120
6434	12504
2636	2684
4877	8657
2353	2701
9322	13955
15521	15522
18	2405
17047	17050
943	2448
5018	5227
970	9823
1	458
214	6681
2544	4443
11766	15846
24	2669
818	3656
2324	11093
616	823
198	2908
91	2102
724	10087
214	5505
13347	13787
922	1464
906	7146
148	3415
1832	7297
745	8457
214	2137
458	2168
2212	8640
386	4409
162	463
925	1403
2062	6187
329	1775
1	1081
4648	13327
12	911
3419	7192
2869	9743
2470	4550
2276	2999
7025	12903
5999	10043
630	9636
145	2258
214	3656
199	2909
2008	3372
0	6
223	1857
483	8587
18110	18520
1030	2075
59	1761
10182	10188
7101	15777
2764	4816
1281	2857
14235	17049
433	4198
214	1930
12733	14194
124	4417
1507	9760
35	341
753	2633
1281	2718
1401	7003
1963	2138
5828	13271
5807	13639
781	10300
1736	1883
3739	5821
2806	3231
299	6804
1477	8595
1831	6265
9168	16712
1080	4982
379	3339
2878	2890
9864	17111
123	214
2088	5760
13436	14980
2480	2540
1055	6284
13968	15376
201	6106
15286	16921
1785	11530
876	2467
4315	12618
12	2191
767	8168
760	3271
248	292
998	4416
6462	15307
9461	11571
373	1230
724	8691
2718	2720
1680	1727
303	6934
1721	1733
10405	14232
363	998
2369	2912
1683	3166
160	1660
13632	16251
2145	11559
412	3708
10688	12774
2574	2718
2015	4413
1374	6787
946	972
315	2010
2420	2431
312	2450
496	1140
975	6080
188	2353
8	1990
3097	4546
868	9962
35	358
3755	9238
34	2276
312	4777
3441	8762
2133	4035
9555	16894
7044	14154
2955	4828
922	2776
10402	12953
244	956
366	3285
3215	7163
363	6383
70	85
3303	11514
3136	10511
103	3939
3770	3810
290	2893
2085	4011
12445	12446
2076	2084
4128	4164
242	346
5085	9146
107	1727
269	284
836	4989
3	1055
264	6454
8741	15023
4007	6286
742	812
1880	7720
214	11863
9142	9146
3739	10399
6218	6220
6140	6221
730	3867
827	2753
14196	15353
2165	6303
2594	3589
737	8831
725	6988
911	4214
1775	1800
2005	7721
214	1066
797	900
7107	9248
1714	4499
2926	8913
651	1815
9616	13014
5499	8646
52	1890
220	312
2265	4241
651	2285
46	3200
9410	10837
299	1243
860	2594
2893	7295
3199	3868
1285	2143
3154	3166
1683	2578
5113	6458
76	214
4236	7090
868	3809
2126	6299
3429	8710
8892	10865
214	714
6454	15354
1825	4737
850	4396
174	2041
138	3314
1964	2062
4231	4755
339	1759
616	9506
15982	18516
1755	1810
10002	10641
5707	6570
2956	4798
12486	12487
646	856
1180	8188
13018	15378
5376	8742
2132	9382
7216	11230
312	7109
10450	16525
214	2814
1974	2062
214	6165
685	1065
199	349
214	8401
3543	5211
920	4784
418	2000
1895	6950
103	3934
1739	3703
2305	9030
8890	16593
1200	2009
3740	10385
774	1742
12515	14026
5948	15060
630	5971
28	2820
3772	6444
63	3368
2570	3243
2125	2157
1024	11043
946	7216
4134	6474
1838	1841
16633	16926
11007	11008
321	6330
684	864
5211	8385
13069	17339
103	630
651	4353
918	3095
3794	10429
312	511
2393	2437
971	2206
2920	11982
9751	16715
4988	13539
1821	3702
3809	6440
13834	13836
3932	3941
649	9753
297	6009
811	10453
3071	7152
214	8762
2186	6100
126	2352
3105	3561
434	8599
12826	16883
2754	8258
17264	18585
238	6319
101	312
35	2924
3698	5983
3	637
3596	6816
14044	16597
3	1097
99	891
13438	15030
188	6056
618	740
524	9099
153	5137
352	2787
848	4781
214	1856
1093	5956
1453	11333
3789	10671
2349	2371
1217	3577
919	1781
1810	3374
3006	3670
960	1868
5552	14552
7813	9819
4141	10661
5572	5740
4808	9256
214	17203
3	297
1087	3807
3873	7022
5434	8460
4161	9160
312	6994
591	970
2448	6052
4518	12244
263	2327
6234	6432
811	10449
214	9793
6010	10282
70	277
